scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,35338280.5407243,0.0,0.0,0,1236275.1122101783,37958780.5407243
scenario_1354,43361384.52460151,838.6057883328622,0.0,1,1219106.5277075418,45981884.52460151
scenario_3257,37121093.00207623,0.0,0.0,0,1282902.7813240879,39741593.00207623
scenario_1885,34134102.60673215,0.0,0.0,0,1208816.3139468082,36754602.60673215
scenario_3665,34970042.68474826,0.0,0.0,0,1212152.0492358757,37590542.68474826
scenario_0442,34803389.57613769,0.0,0.0,0,1219548.6309270528,37423889.57613769
scenario_5899,36601905.31951033,0.0,0.0,0,1264194.2928220648,39222405.31951033
scenario_3052,36007115.76737816,0.0,0.0,0,1250285.4592999304,38627615.76737816
scenario_4036,34453173.88082786,0.0,0.0,0,1210442.5864006244,37073673.88082786
scenario_3956,35954740.34382236,0.0,0.0,0,1250415.1722585445,38575240.34382236
scenario_2083,35433913.120045014,0.0,0.0,0,1233557.4016396797,38054413.120045014
scenario_3358,44139573.59455408,860.7704613898632,0.0,1,1233825.9310037422,46760073.59455408
scenario_1743,35072364.359341584,0.0,0.0,0,1230280.73799226,37692864.359341584
scenario_2157,34872620.39785236,0.0,0.0,0,1221110.1154043889,37493120.39785236
scenario_2947,55666421.483146325,1830.9319102927768,0.0,2,1249027.9929577573,58286921.483146325
scenario_6746,35363449.06067761,0.0,0.0,0,1236302.9335718993,37983949.06067761
scenario_2678,36616464.71037943,0.0,0.0,0,1247451.2727297419,39236964.71037943
scenario_2677,35607216.956135795,0.0,0.0,0,1222998.4465038858,38227716.956135795
scenario_3032,35822701.1591916,0.0,0.0,0,1246302.5769877192,38443201.1591916
scenario_2559,34653133.3628792,0.0,0.0,0,1221907.7004367963,37273633.3628792
scenario_2442,34999328.01239847,0.0,0.0,0,1226903.246070436,37619828.01239847
scenario_3622,35652101.89448881,0.0,0.0,0,1235188.7628746792,38272601.89448881
scenario_5789,34443194.20242694,0.0,0.0,0,1211202.2203384715,37063694.20242694
scenario_6524,44875848.99264065,712.5177081230582,0.0,1,1261102.2427129317,47496348.99264065
scenario_0563,37560624.3018914,150.54386001341345,0.0,1,1257328.422773575,40181124.3018914
scenario_4589,34503780.10454422,0.0,0.0,0,1213526.2467678436,37124280.10454422
scenario_6687,34976450.51340407,0.0,0.0,0,1227676.804484581,37596950.51340407
scenario_0749,35329522.93499421,0.0,0.0,0,1231883.4987426535,37950022.93499421
scenario_6836,36438251.30747767,0.0,0.0,0,1257742.17385232,39058751.30747767
scenario_4865,35108677.99806573,0.0,0.0,0,1223264.6345940246,37729177.99806573
scenario_7337,34720885.00868141,0.0,0.0,0,1218241.4693649295,37341385.00868141
scenario_3321,35612502.48422902,0.0,0.0,0,1235564.2873338144,38233002.48422902
scenario_2125,35702332.86215413,0.0,0.0,0,1244824.8967983339,38322832.86215413
scenario_3010,36228396.61864654,0.0,0.0,0,1259731.0445161602,38848896.61864654
scenario_4031,35978060.20350812,0.0,0.0,0,1250091.3457235363,38598560.20350812
scenario_7034,36287370.324518934,0.0,0.0,0,1249226.953119283,38907870.324518934
scenario_4144,35225149.86148569,0.0,0.0,0,1229050.409913029,37845649.86148569
scenario_5941,36984856.74091278,0.0,0.0,0,1234835.475212229,39605356.74091278
scenario_0269,33974258.45032092,0.0,0.0,0,1192688.6287626843,36594758.45032092
scenario_4665,36469268.100309104,0.0,0.0,0,1263973.4121382032,39089768.100309104
scenario_1153,36867754.54980055,0.0,0.0,0,1270415.378550788,39488254.54980055
scenario_2290,35319358.16911965,0.0,0.0,0,1231019.4941564708,37939858.16911965
scenario_5090,35225969.062164344,0.0,0.0,0,1216990.3567758892,37846469.062164344
