scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,35343219.931758344,0.0,0.0,0,1236275.1122101783,37953697.931758344
scenario_1354,35009010.92878131,0.0,0.0,0,1219106.5277075418,37619488.92878131
scenario_3257,37119661.53599629,0.0,0.0,0,1282902.7813240879,39730139.53599629
scenario_1885,34135844.875447035,0.0,0.0,0,1208816.3139468082,36746322.875447035
scenario_3665,34979455.88094826,0.0,0.0,0,1212152.0492358757,37589933.88094826
scenario_0442,34809491.72054105,0.0,0.0,0,1219548.6309270528,37419969.72054105
scenario_5899,36602418.66296221,0.0,0.0,0,1264194.2928220648,39212896.66296221
scenario_3052,36005150.81765663,0.0,0.0,0,1250285.4592999304,38615628.81765663
scenario_4036,34449808.99856221,0.0,0.0,0,1210442.5864006244,37060286.99856221
scenario_3956,35949926.95956601,0.0,0.0,0,1250415.1722585445,38560404.95956601
scenario_2083,35433572.76591951,0.0,0.0,0,1233557.4016396797,38044050.76591951
scenario_3358,45175388.77428233,963.5704613898552,0.0,1,1233825.9310037422,47785866.77428233
scenario_1743,35074447.3235199,0.0,0.0,0,1230280.73799226,37684925.3235199
scenario_2157,34877540.54864171,0.0,0.0,0,1221110.1154043889,37488018.54864171
scenario_2947,56474554.22374046,1911.5319102927717,0.0,2,1249027.9929577573,59085032.22374046
scenario_6746,35362000.30023708,0.0,0.0,0,1236302.9335718993,37972478.30023708
scenario_2678,36617546.38390342,0.0,0.0,0,1247451.2727297419,39228024.38390342
scenario_2677,35607559.33120162,0.0,0.0,0,1222998.4465038858,38218037.33120162
scenario_3032,35833785.926410675,0.0,0.0,0,1246302.5769877192,38444263.926410675
scenario_2559,34653077.137790404,0.0,0.0,0,1221907.7004367963,37263555.137790404
scenario_2442,34992941.64206731,0.0,0.0,0,1226903.246070436,37603419.64206731
scenario_3622,35659463.80818947,0.0,0.0,0,1235188.7628746792,38269941.80818947
scenario_5789,34438649.83161859,0.0,0.0,0,1211202.2203384715,37049127.83161859
scenario_6524,37782692.7570242,0.0,0.0,0,1261102.2427129317,40393170.7570242
scenario_0563,38376862.51951591,232.74386001341418,0.0,1,1257328.422773575,40987340.51951591
scenario_4589,34509838.60918074,0.0,0.0,0,1213526.2467678436,37120316.60918074
scenario_6687,34976226.13490478,0.0,0.0,0,1227676.804484581,37586704.13490478
scenario_0749,35335142.338489145,0.0,0.0,0,1231883.4987426535,37945620.338489145
scenario_6836,36437846.36434282,0.0,0.0,0,1257742.17385232,39048324.36434282
scenario_4865,35109912.51179965,0.0,0.0,0,1223264.6345940246,37720390.51179965
scenario_7337,34725332.43712943,0.0,0.0,0,1218241.4693649295,37335810.43712943
scenario_3321,35621993.153583154,0.0,0.0,0,1235564.2873338144,38232471.153583154
scenario_2125,35702127.91370726,0.0,0.0,0,1244824.8967983339,38312605.91370726
scenario_3010,36228963.81976841,0.0,0.0,0,1259731.0445161602,38839441.81976841
scenario_4031,35983015.94027807,0.0,0.0,0,1250091.3457235363,38593493.94027807
scenario_7034,36287762.85224399,0.0,0.0,0,1249226.953119283,38898240.85224399
scenario_4144,35230054.71335931,0.0,0.0,0,1229050.409913029,37840532.71335931
scenario_5941,37000963.396537,0.0,0.0,0,1234835.475212229,39611441.396537
scenario_0269,33981716.95427959,0.0,0.0,0,1192688.6287626843,36592194.95427959
scenario_4665,36468307.38749144,0.0,0.0,0,1263973.4121382032,39078785.38749144
scenario_1153,36874793.63533165,0.0,0.0,0,1270415.378550788,39485271.63533165
scenario_2290,35322432.493985295,0.0,0.0,0,1231019.4941564708,37932910.493985295
scenario_5090,35226200.64279538,0.0,0.0,0,1216990.3567758892,37836678.64279538
scenario_4694,36112933.83687952,0.0,0.0,0,1250681.265001176,38723411.83687952
scenario_6986,34533790.69837877,0.0,0.0,0,1213965.678866819,37144268.69837877
scenario_6398,35849349.31290286,0.0,0.0,0,1244585.6663388754,38459827.31290286
scenario_1132,35226223.01936525,0.0,0.0,0,1231192.7281765752,37836701.01936525
scenario_1764,34874047.73386787,0.0,0.0,0,1220743.1858865307,37484525.73386787
scenario_1481,36042787.09810037,0.0,0.0,0,1249445.1907796166,38653265.09810037
scenario_2615,34300847.07933117,0.0,0.0,0,1210061.4219140045,36911325.07933117
scenario_0785,34196124.57222225,0.0,0.0,0,1207087.7739187158,36806602.57222225
scenario_5788,42971957.04213252,791.6436254585974,0.0,1,1231562.854246556,45582435.04213252
scenario_5556,34405363.43510337,0.0,0.0,0,1209268.5949937662,37015841.43510337
scenario_3641,34572609.46585003,0.0,0.0,0,1211785.6623347974,37183087.46585003
scenario_0995,35176984.689989366,0.0,0.0,0,1232333.9451634898,37787462.689989366
scenario_2355,34004809.56840416,0.0,0.0,0,1204494.7992019379,36615287.56840416
scenario_4639,36875321.1557596,0.0,0.0,0,1268967.8582001321,39485799.1557596
scenario_6560,35976758.71146555,0.0,0.0,0,1247964.368997065,38587236.71146555
scenario_3143,33580907.20827338,0.0,0.0,0,1187439.6029409512,36191385.20827338
scenario_4138,34439770.34990328,0.0,0.0,0,1209529.325439393,37050248.34990328
scenario_7032,36507391.79961791,230.14023774959833,0.0,1,1208116.489320329,39117869.79961791
scenario_2340,34025980.45023513,0.0,0.0,0,1201464.3168414317,36636458.45023513
scenario_1190,35346701.577699445,0.0,0.0,0,1228953.785052306,37957179.577699445
scenario_5747,37856667.18770553,0.0,0.0,0,1279786.6323233612,40467145.18770553
scenario_6015,36607940.431416206,0.0,0.0,0,1267036.5184883433,39218418.431416206
scenario_6018,36551061.53633317,0.0,0.0,0,1259791.4315215289,39161539.53633317
scenario_2915,35235829.39025225,0.0,0.0,0,1216473.7492395714,37846307.39025225
scenario_5244,35334578.153332844,0.0,0.0,0,1235362.2230300226,37945056.153332844
scenario_2741,36398871.90255102,0.0,0.0,0,1260225.9304581247,39009349.90255102
scenario_1496,35581233.447603755,0.0,0.0,0,1232541.713621202,38191711.447603755
scenario_6673,35162005.97154621,0.0,0.0,0,1231031.3239500497,37772483.97154621
scenario_4642,34566619.545444064,0.0,0.0,0,1215900.5889780906,37177097.545444064
scenario_7210,34038684.0656452,0.0,0.0,0,1204420.920826946,36649162.0656452
scenario_0691,37683813.49920022,0.0,0.0,0,1257933.9909900958,40294291.49920022
scenario_2730,46363629.60700846,895.0859009599017,0.0,1,1269412.3761944342,48974107.60700846
scenario_1488,34649952.472766995,0.0,0.0,0,1215243.1823068582,37260430.472766995
scenario_4245,78970471.8289952,4265.260528846844,0.0,1,1226434.8940531905,81580949.8289952
scenario_0465,35376631.37414238,0.0,0.0,0,1239562.1376505368,37987109.37414238
scenario_3811,34033482.86976763,0.0,0.0,0,1195786.5628578938,36643960.86976763
scenario_5844,34398669.27002229,0.0,0.0,0,1209369.4619164793,37009147.27002229
scenario_5824,35446271.69841573,0.0,0.0,0,1239647.959740588,38056749.69841573
scenario_1968,35016959.2354201,0.0,0.0,0,1226419.7766297543,37627437.2354201
scenario_6199,35646078.58684661,0.0,0.0,0,1243352.18072749,38256556.58684661
scenario_3314,35471867.978971414,0.0,0.0,0,1233551.0263627334,38082345.978971414
scenario_0583,34908613.77692309,0.0,0.0,0,1223135.888882014,37519091.77692309
scenario_7406,34960816.31660227,0.0,0.0,0,1225143.5065380302,37571294.31660227
scenario_2517,35379440.47060751,0.0,0.0,0,1238694.8896860757,37989918.47060751
scenario_1989,36747510.501559585,0.0,0.0,0,1272836.0536165242,39357988.501559585
scenario_3948,34579139.58175761,0.0,0.0,0,1218222.4950853884,37189617.58175761
scenario_3152,35569930.62990216,0.0,0.0,0,1235358.718854868,38180408.62990216
scenario_2643,35076277.12017569,0.0,0.0,0,1220937.951982041,37686755.12017569
scenario_4500,35535750.27326903,0.0,0.0,0,1239480.7819640357,38146228.27326903
scenario_3155,46731713.489569984,1178.8836217887833,0.0,1,1223101.4774072296,49342191.489569984
scenario_1463,36861219.416797474,0.0,0.0,0,1268268.000604183,39471697.416797474
scenario_1246,37153654.25530354,184.089894993936,0.0,1,1236245.111465278,39764132.25530354
scenario_1054,36855244.125396036,0.0,0.0,0,1271908.3665794993,39465722.125396036
scenario_4924,34823934.28435105,0.0,0.0,0,1221742.5371817653,37434412.28435105
scenario_5666,48738959.100045376,1032.6289239729635,0.0,1,1276046.9365873984,51349437.100045376
scenario_4161,37810907.73785296,73.4842198584929,0.0,1,1263010.8413111898,40421385.73785296
scenario_1332,48305118.34559136,1368.3383899513378,0.0,1,1219406.0311951248,50915596.34559136
scenario_1821,36693511.95707291,62.22278796670662,0.0,1,1249793.316089629,39303989.95707291
scenario_4746,34639455.53901112,0.0,0.0,0,1215624.944425107,37249933.53901112
scenario_1040,34501163.11945853,0.0,0.0,0,1216410.2328811327,37111641.11945853
scenario_4573,35839932.522593364,0.0,0.0,0,1243336.6807249596,38450410.522593364
scenario_7228,35350802.34276702,0.0,0.0,0,1230763.1294141004,37961280.34276702
scenario_2527,34116241.937316254,0.0,0.0,0,1199613.0289229453,36726719.937316254
scenario_0790,34123011.09035594,34.8601250268357,0.0,1,1186175.3918685731,36733489.09035594
scenario_5214,35683196.59553072,0.0,0.0,0,1233809.1880708875,38293674.59553072
scenario_7253,36258652.05806724,0.0,0.0,0,1254059.0287754154,38869130.05806724
