scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,25895808.639863018,0.0,7210.359807023691,0,960630.9687606647,30734092.639863018
scenario_1354,26023555.78037776,0.0,35387.57405126072,0,924063.5444053404,30861839.78037776
scenario_3257,23696886.88169709,0.0,1831.2124296385575,0,896388.7703199035,28535170.88169709
scenario_1885,16992407.485918242,0.0,136679.43616196798,0,481098.82344902225,21830691.485918242
scenario_3665,22549247.645566713,0.0,58322.111309984495,0,779977.8661201702,27387531.645566713
scenario_0442,22487994.85517045,0.0,35496.11577951416,0,808612.2912281728,27326278.85517045
scenario_5899,19635075.444267917,0.0,85759.50319420705,0,645567.3902694475,24473359.444267917
scenario_3052,18840709.79195689,0.0,50950.36174676967,0,652878.0903338465,23678993.79195689
scenario_4036,18212717.96895926,0.0,213024.77193868908,0,452275.3672731999,23051001.96895926
scenario_3956,17709897.12026765,0.0,107367.62605572796,0,544304.8128649896,22548181.12026765
scenario_2083,23100747.440449603,0.0,38864.813822908174,0,831647.3051973145,27939031.440449603
scenario_3358,29286668.074938267,0.0,0.0,0,1083490.528061807,34124952.07493827
scenario_1743,23901827.337319173,0.0,147123.55321710382,0,723767.0903978371,28740111.337319173
scenario_2157,19596065.806507327,0.0,87022.31572663126,0,641749.9049580931,24434349.806507327
scenario_2947,21130913.65512858,0.0,50592.019691716756,0,744054.8563115438,25969197.65512858
scenario_6746,25951768.267607894,0.0,7296.110074567408,0,953038.2877532347,30790052.267607894
scenario_2678,19525505.503664717,0.0,96197.08570220663,0,630227.5332221562,24363789.503664717
scenario_2677,17906084.05460767,0.0,149892.22173678625,0,507793.21272300626,22744368.05460767
scenario_3032,21774209.11403012,0.0,35932.8987228407,0,781016.2346665064,26612493.11403012
scenario_2559,25675743.40898489,0.0,0.0,0,973365.7543109505,30514027.40898489
scenario_2442,27447091.062410213,0.0,1293.8761017466036,0,1019465.4975779032,32285375.062410213
scenario_3622,19068742.287812535,0.0,24646.890581899446,0,689784.3096392725,23907026.287812535
scenario_5789,18988341.423641153,0.0,161356.94890643004,0,539793.9591818596,23826625.423641153
scenario_6524,18823631.556896478,0.0,58436.612418703284,0,645936.6862956138,23661915.556896478
scenario_0563,30244359.23828823,0.0,0.0,0,1125239.9214041252,35082643.23828823
scenario_4589,17174042.191771507,0.0,210938.60829845932,0,411214.7106408796,22012326.191771507
scenario_6687,22228019.33904496,0.0,43521.370897064306,0,791860.4909030228,27066303.33904496
scenario_0749,21204296.666829463,0.0,46566.344171338314,0,753378.1604207242,26042580.666829463
scenario_6836,17493248.104898203,0.0,231416.1085824485,0,402570.4647462646,22331532.104898203
scenario_4865,21626918.11686409,0.0,67433.2351569175,0,736842.7694348795,26465202.11686409
scenario_7337,28146220.81731232,0.0,5441.72470747841,0,1044906.8747762083,32984504.81731232
scenario_3321,23992072.993578292,0.0,27364.90755573114,0,868643.1860722946,28830356.993578292
scenario_2125,26774773.004487023,0.0,5594.448558565701,0,998216.9777118159,31613057.004487023
scenario_3010,26999271.61357225,0.0,1183.491427746284,0,1006194.2138648146,31837555.61357225
scenario_4031,19421293.875008997,0.0,45700.51143136307,0,679643.0525395677,24259577.875008997
scenario_7034,27349939.65598301,0.0,11850.17790101226,0,1002135.4333034831,32188223.65598301
scenario_4144,19223144.65957319,0.0,39767.52660356815,0,681373.4981303329,24061428.65957319
scenario_5941,24093567.18127479,0.0,2036.0281071871216,0,906228.9402815499,28931851.18127479
scenario_0269,22210903.26866531,0.0,15209.187817733424,0,816819.9731510112,27049187.26866531
scenario_4665,16833416.255485397,0.0,310995.50949296285,0,290413.52042923163,21671700.255485397
scenario_1153,17378013.559798244,0.0,166550.52093824768,0,466225.6176944148,22216297.559798244
scenario_2290,27180557.123019952,0.0,0.0,0,1017538.450631297,32018841.123019952
scenario_5090,17479027.80539706,0.0,154466.64956906796,0,484081.13734889973,22317311.80539706
scenario_4694,36517903.03706712,0.0,0.0,0,1296258.3613861757,41356187.03706712
scenario_6986,21501055.7766232,0.0,32303.492320334393,0,781370.0799013202,26339339.7766232
scenario_6398,24202624.761630233,0.0,11266.236333415603,0,897677.6926461325,29040908.761630233
scenario_1132,19188803.945743743,0.0,112327.7266565561,0,604421.3579966398,24027087.945743743
scenario_1764,21200358.37372938,0.0,29895.715146340808,0,769236.1538023308,26038642.37372938
