scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,35350060.10799498,0.0,0.0,0,1236275.1122101783,37997713.10799498
scenario_1354,42317380.40343104,731.3057883328629,0.0,1,1219106.5277075418,44965033.40343104
scenario_3257,37139302.43920893,0.0,0.0,0,1282902.7813240879,39786955.43920893
scenario_1885,34160264.13669428,0.0,0.0,0,1208816.3139468082,36807917.13669428
scenario_3665,34988530.37245635,0.0,0.0,0,1212152.0492358757,37636183.37245635
scenario_0442,34823537.804826684,0.0,0.0,0,1219548.6309270528,37471190.804826684
scenario_5899,36601894.81333035,0.0,0.0,0,1264194.2928220648,39249547.81333035
scenario_3052,36021322.044456,0.0,0.0,0,1250285.4592999304,38668975.044456
scenario_4036,34482470.15601102,0.0,0.0,0,1210442.5864006244,37130123.15601102
scenario_3956,35967028.20824474,0.0,0.0,0,1250415.1722585445,38614681.20824474
scenario_2083,35445809.698204204,0.0,0.0,0,1233557.4016396797,38093462.698204204
scenario_3358,36757576.61312859,116.37046138985988,0.0,1,1233825.9310037422,39405229.61312859
scenario_1743,35094948.32815322,0.0,0.0,0,1230280.73799226,37742601.32815322
scenario_2157,34894599.67884192,0.0,0.0,0,1221110.1154043889,37542252.67884192
scenario_2947,51334085.95543515,1394.8227205367357,0.0,1,1249027.9929577573,53981738.95543515
scenario_6746,35378560.54340664,0.0,0.0,0,1236302.9335718993,38026213.54340664
scenario_2678,36626641.11989103,0.0,0.0,0,1247451.2727297419,39274294.11989103
scenario_2677,35619056.79281627,0.0,0.0,0,1222998.4465038858,38266709.79281627
scenario_3032,35822920.213704795,0.0,0.0,0,1246302.5769877192,38470573.213704795
scenario_2559,34676592.34191718,0.0,0.0,0,1221907.7004367963,37324245.34191718
scenario_2442,35019088.18250719,0.0,0.0,0,1226903.246070436,37666741.18250719
scenario_3622,35652720.12050089,0.0,0.0,0,1235188.7628746792,38300373.12050089
scenario_5789,34468932.9323378,0.0,0.0,0,1211202.2203384715,37116585.9323378
scenario_6524,37788847.577094264,0.0,0.0,0,1261102.2427129317,40436500.577094264
scenario_0563,36076548.30119946,0.0,0.0,0,1257328.422773575,38724201.30119946
scenario_4589,34521217.25913065,0.0,0.0,0,1213526.2467678436,37168870.25913065
scenario_6687,34980638.094518825,0.0,0.0,0,1227676.804484581,37628291.094518825
scenario_0749,35330910.80692467,0.0,0.0,0,1231883.4987426535,37978563.80692467
scenario_6836,36451920.211148135,0.0,0.0,0,1257742.17385232,39099573.211148135
scenario_4865,35122694.838095,0.0,0.0,0,1223264.6345940246,37770347.838095
scenario_7337,34745936.47200614,0.0,0.0,0,1218241.4693649295,37393589.47200614
scenario_3321,35616793.6884595,0.0,0.0,0,1235564.2873338144,38264446.6884595
scenario_2125,35719634.90516578,0.0,0.0,0,1244824.8967983339,38367287.90516578
scenario_3010,36243455.78532247,0.0,0.0,0,1259731.0445161602,38891108.78532247
scenario_4031,35997740.471769795,0.0,0.0,0,1250091.3457235363,38645393.471769795
scenario_7034,36299280.49350997,0.0,0.0,0,1249226.953119283,38946933.49350997
scenario_4144,35231737.474180505,0.0,0.0,0,1229050.409913029,37879390.474180505
scenario_5941,36986586.66182864,0.0,0.0,0,1234835.475212229,39634239.66182864
scenario_0269,33989774.25948476,0.0,0.0,0,1192688.6287626843,36637427.25948476
scenario_4665,36480760.14779983,0.0,0.0,0,1263973.4121382032,39128413.14779983
scenario_1153,36884824.336197965,0.0,0.0,0,1270415.378550788,39532477.336197965
scenario_2290,35337644.52374646,0.0,0.0,0,1231019.4941564708,37985297.52374646
scenario_5090,35239774.429942146,0.0,0.0,0,1216990.3567758892,37887427.429942146
scenario_4694,36114990.434884965,0.0,0.0,0,1250681.265001176,38762643.434884965
scenario_6986,34556491.64066629,0.0,0.0,0,1213965.678866819,37204144.64066629
scenario_6398,35851522.71783833,0.0,0.0,0,1244585.6663388754,38499175.71783833
scenario_1132,35247115.16043608,0.0,0.0,0,1231192.7281765752,37894768.16043608
scenario_1764,34881835.84394781,0.0,0.0,0,1220743.1858865307,37529488.84394781
scenario_1481,36064428.44434241,0.0,0.0,0,1249445.1907796166,38712081.44434241
scenario_2615,34309447.37079142,0.0,0.0,0,1210061.4219140045,36957100.37079142
scenario_0785,34215783.90251146,0.0,0.0,0,1207087.7739187158,36863436.90251146
scenario_5788,35107067.44663511,0.0,0.0,0,1231562.854246556,37754720.44663511
scenario_5556,34411388.21444502,0.0,0.0,0,1209268.5949937662,37059041.21444502
scenario_3641,34583333.096832655,0.0,0.0,0,1211785.6623347974,37230986.096832655
scenario_0995,35197838.58027797,0.0,0.0,0,1232333.9451634898,37845491.58027797
scenario_2355,34036295.62724043,0.0,0.0,0,1204494.7992019379,36683948.62724043
scenario_4639,36871425.167757265,0.0,0.0,0,1268967.8582001321,39519078.167757265
scenario_6560,35982723.08871187,0.0,0.0,0,1247964.368997065,38630376.08871187
scenario_3143,33590047.82332939,0.0,0.0,0,1187439.6029409512,36237700.82332939
scenario_4138,34452263.96614635,0.0,0.0,0,1209529.325439393,37099916.96614635
scenario_7032,34231293.2586978,0.0,0.0,0,1208116.489320329,36878946.2586978
scenario_2340,34044546.33420963,0.0,0.0,0,1201464.3168414317,36692199.33420963
scenario_1190,35357292.38780983,0.0,0.0,0,1228953.785052306,38004945.38780983
scenario_5747,49451957.64298815,1165.2804428472368,0.0,1,1279786.6323233612,52099610.64298815
