scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,25874199.592188008,0.0,7565.359807023691,0,960630.9687606647,30656146.592188008
scenario_1354,25960251.93106809,0.0,33241.57405126072,0,924063.5444053404,30742198.93106809
scenario_3257,23611307.983745147,0.0,1864.4314687252167,0,896388.7703199035,28393254.983745147
scenario_1885,16480185.142626666,0.0,124494.69831175465,0,481098.82344902225,21262132.142626666
scenario_3665,22380428.251810845,0.0,54098.35894392533,0,779977.8661201702,27162375.251810845
scenario_0442,22418755.632341735,0.0,34750.61577951416,0,808612.2912281728,27200702.632341735
scenario_5899,19327912.06079569,0.0,79113.70319420705,0,645567.3902694475,24109859.06079569
scenario_3052,18607718.912415083,0.0,49755.56052776721,0,652878.0903338465,23389665.912415083
scenario_4036,17831217.98061859,0.0,204729.03955912436,0,452275.3672731999,22613164.98061859
scenario_3956,17359968.478600986,0.0,100958.62605572797,0,544304.8128649896,22141915.478600986
scenario_2083,22911620.649498872,0.0,35554.81382290818,0,831647.3051973145,27693567.649498872
scenario_3358,29349945.0438575,0.0,0.0,0,1083490.528061807,34131892.0438575
scenario_1743,23639001.50268736,0.0,140164.02191739163,0,723767.0903978371,28420948.50268736
scenario_2157,19239621.0117577,0.0,78646.21572663126,0,641749.9049580931,24021568.0117577
scenario_2947,20976741.79596018,0.0,49597.519691716756,0,744054.8563115438,25758688.79596018
scenario_6746,25916677.896770895,0.0,7589.173317533299,0,953038.2877532347,30698624.896770895
scenario_2678,19165552.2607009,0.0,87685.58570220665,0,630227.5332221562,23947499.2607009
scenario_2677,17571619.809837002,0.0,143157.25586593014,0,507793.21272300626,22353566.809837002
scenario_3032,21573850.441405784,0.0,32145.398722840695,0,781016.2346665064,26355797.441405784
scenario_2559,25606269.53146713,0.0,0.0,0,973365.7543109505,30388216.53146713
scenario_2442,27469721.195480254,0.0,1167.3846959418252,0,1019465.4975779032,32251668.195480254
scenario_3622,18841588.964882787,0.0,22517.624853443383,0,689784.3096392725,23623535.964882787
scenario_5789,18623387.718990434,0.0,153097.75054565037,0,539793.9591818596,23405334.718990434
scenario_6524,18562748.3138761,0.0,54576.43840017688,0,645936.6862956138,23344695.3138761
scenario_0563,30312259.194300123,0.0,0.0,0,1125239.9214041252,35094206.19430012
