scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,35388432.88630288,0.0,0.0,0,1236275.1122101783,38048071.88630288
scenario_1354,35067110.89029871,0.0,0.0,0,1219106.5277075418,37726749.89029871
scenario_3257,37160348.949179776,0.0,0.0,0,1282902.7813240879,39819987.949179776
scenario_1885,34188500.345155835,0.0,0.0,0,1208816.3139468082,36848139.345155835
scenario_3665,35024088.46373698,0.0,0.0,0,1212152.0492358757,37683727.46373698
scenario_0442,34855509.2563858,0.0,0.0,0,1219548.6309270528,37515148.2563858
scenario_5899,36625768.706148915,0.0,0.0,0,1264194.2928220648,39285407.706148915
scenario_3052,36042777.51570733,0.0,0.0,0,1250285.4592999304,38702416.51570733
scenario_4036,34498843.12143195,0.0,0.0,0,1210442.5864006244,37158482.12143195
scenario_3956,36001266.36115035,0.0,0.0,0,1250415.1722585445,38660905.36115035
scenario_2083,35477867.59996267,0.0,0.0,0,1233557.4016396797,38137506.59996267
scenario_3358,44204077.74074353,860.8704613898581,0.0,1,1233825.9310037422,46863716.74074353
scenario_1743,35119726.55049435,0.0,0.0,0,1230280.73799226,37779365.55049435
scenario_2157,34929249.00592027,0.0,0.0,0,1221110.1154043889,37588888.00592027
scenario_2947,55878887.136761606,1848.0227205367328,0.0,1,1249027.9929577573,58538526.136761606
scenario_6746,35413828.295896664,0.0,0.0,0,1236302.9335718993,38073467.295896664
scenario_2678,36655266.77409792,0.0,0.0,0,1247451.2727297419,39314905.77409792
scenario_2677,35652086.86521845,0.0,0.0,0,1222998.4465038858,38311725.86521845
scenario_3032,35864425.67416902,0.0,0.0,0,1246302.5769877192,38524064.67416902
scenario_2559,34701719.68915517,0.0,0.0,0,1221907.7004367963,37361358.68915517
scenario_2442,35047403.97962025,0.0,0.0,0,1226903.246070436,37707042.97962025
scenario_3622,35692082.25822941,0.0,0.0,0,1235188.7628746792,38351721.25822941
scenario_5789,34501098.69474466,0.0,0.0,0,1211202.2203384715,37160737.69474466
scenario_6524,37818050.966049805,0.0,0.0,0,1261102.2427129317,40477689.966049805
scenario_0563,36105391.39041651,0.0,0.0,0,1257328.422773575,38765030.39041651
scenario_4589,34561542.1096204,0.0,0.0,0,1213526.2467678436,37221181.1096204
scenario_6687,35018846.64613258,0.0,0.0,0,1227676.804484581,37678485.64613258
scenario_0749,35379466.45914109,0.0,0.0,0,1231883.4987426535,38039105.45914109
scenario_6836,36471012.25213499,0.0,0.0,0,1257742.17385232,39130651.25213499
scenario_4865,35165412.107743084,0.0,0.0,0,1223264.6345940246,37825051.107743084
scenario_7337,34771915.16232249,0.0,0.0,0,1218241.4693649295,37431554.16232249
scenario_3321,35659539.49387802,0.0,0.0,0,1235564.2873338144,38319178.49387802
scenario_2125,35744709.47632765,0.0,0.0,0,1244824.8967983339,38404348.47632765
scenario_3010,36272566.20604576,0.0,0.0,0,1259731.0445161602,38932205.20604576
scenario_4031,36024993.553132445,0.0,0.0,0,1250091.3457235363,38684632.553132445
scenario_7034,36332978.51412233,0.0,0.0,0,1249226.953119283,38992617.51412233
scenario_4144,35279534.90756078,0.0,0.0,0,1229050.409913029,37939173.90756078
scenario_5941,37029588.05980711,0.0,0.0,0,1234835.475212229,39689227.05980711
scenario_0269,34012660.24102885,0.0,0.0,0,1192688.6287626843,36672299.24102885
scenario_4665,36518192.1665952,0.0,0.0,0,1263973.4121382032,39177831.1665952
scenario_1153,36917681.80504131,0.0,0.0,0,1270415.378550788,39577320.80504131
scenario_2290,35365490.592677005,0.0,0.0,0,1231019.4941564708,38025129.592677005
scenario_5090,35277086.10255278,0.0,0.0,0,1216990.3567758892,37936725.10255278
