scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,35326786.07119557,0.0,0.0,0,1236275.1122101783,37933939.07119557
scenario_1354,34991142.45228553,0.0,0.0,0,1219106.5277075418,37598295.45228553
scenario_3257,37102098.56510811,0.0,0.0,0,1282902.7813240879,39709251.56510811
scenario_1885,34118433.885414824,0.0,0.0,0,1208816.3139468082,36725586.885414824
scenario_3665,34960140.50517724,0.0,0.0,0,1212152.0492358757,37567293.50517724
scenario_0442,34788132.83865942,0.0,0.0,0,1219548.6309270528,37395285.83865942
scenario_5899,36589712.278519355,0.0,0.0,0,1264194.2928220648,39196865.278519355
scenario_3052,35994154.88820065,0.0,0.0,0,1250285.4592999304,38601307.88820065
scenario_4036,34432156.44797573,0.0,0.0,0,1210442.5864006244,37039309.44797573
scenario_3956,35938018.13301533,0.0,0.0,0,1250415.1722585445,38545171.13301533
scenario_2083,35421428.29235486,0.0,0.0,0,1233557.4016396797,38028581.29235486
scenario_3358,51621812.50269515,1613.7704613898636,0.0,1,1233825.9310037422,54228965.50269515
scenario_1743,35060266.812700175,0.0,0.0,0,1230280.73799226,37667419.812700175
scenario_2157,34860956.34673698,0.0,0.0,0,1221110.1154043889,37468109.34673698
scenario_2947,56043531.987475924,1870.0319102927754,0.0,2,1249027.9929577573,58650684.987475924
scenario_6746,35343385.39586845,0.0,0.0,0,1236302.9335718993,37950538.39586845
scenario_2678,36600570.54418817,0.0,0.0,0,1247451.2727297419,39207723.54418817
scenario_2677,35585099.08025667,0.0,0.0,0,1222998.4465038858,38192252.08025667
scenario_3032,35820181.74748971,0.0,0.0,0,1246302.5769877192,38427334.74748971
scenario_2559,34635153.576985426,0.0,0.0,0,1221907.7004367963,37242306.576985426
scenario_2442,34972332.39410118,0.0,0.0,0,1226903.246070436,37579485.39410118
scenario_3622,35637921.02499107,0.0,0.0,0,1235188.7628746792,38245074.02499107
