scenario,dispatch_cost,ens_mwh,spill_mwh,ens_hours,total_net_load_mwh,total_cost_with_fixed
scenario_6782,25807156.13607235,0.0,10752.659807023689,0,960630.9687606647,30957590.13607235
scenario_1354,26046260.548655245,0.0,43059.77405126071,0,924063.5444053404,31196694.548655245
scenario_3257,23641893.049615942,0.0,4974.98861448055,0,896388.7703199035,28792327.049615942
scenario_1885,17515670.36993752,0.0,158680.91992088716,0,481098.82344902225,22666104.36993752
scenario_3665,22692906.634049337,0.0,68181.7139320198,0,779977.8661201702,27843340.634049337
scenario_0442,22503473.426839393,0.0,40690.615779514155,0,808612.2912281728,27653907.426839393
scenario_5899,19944707.08962123,0.0,101015.19177008994,0,645567.3902694475,25095141.08962123
scenario_3052,19056719.244280018,0.0,59303.88521960762,0,652878.0903338465,24207153.244280018
scenario_4036,18608839.164514218,0.0,230960.47193868904,0,452275.3672731999,23759273.164514218
scenario_3956,18019120.856850274,0.0,121029.860449058,0,544304.8128649896,23169554.856850274
scenario_2083,23195312.498347547,0.0,47460.83232959833,0,831647.3051973145,28345746.498347547
scenario_3358,29054160.621540084,0.0,536.4585847512441,0,1083490.528061807,34204594.621540084
scenario_1743,24127758.915161394,0.0,162093.25321710386,0,723767.0903978371,29278192.915161394
scenario_2157,19796652.72406423,0.0,98075.71572663124,0,641749.9049580931,24947086.72406423
scenario_2947,21244283.2022836,0.0,57769.71969171676,0,744054.8563115438,26394717.2022836
scenario_6746,25912971.6238608,0.0,11777.814387864055,0,953038.2877532347,31063405.6238608
scenario_2678,19836282.750876736,0.0,111306.58570220663,0,630227.5332221562,24986716.750876736
scenario_2677,18315470.597168423,0.0,167646.1217367862,0,507793.21272300626,23465904.597168423
scenario_3032,21944753.334857505,0.0,47220.49872284068,0,781016.2346665064,27095187.334857505
scenario_2559,25515296.944059968,0.0,0.0,0,973365.7543109505,30665730.944059968
scenario_2442,27319920.097015128,0.0,3258.8715074149195,0,1019465.4975779032,32470354.097015128
scenario_3622,19261547.136980794,0.0,32938.11041967433,0,689784.3096392725,24411981.136980794
scenario_5789,19323727.689249147,0.0,176614.44890643,0,539793.9591818596,24474161.689249147
scenario_6524,19067052.973875865,0.0,69855.21241870328,0,645936.6862956138,24217486.973875865
scenario_0563,29905219.481194783,0.0,0.0,0,1125239.9214041252,35055653.48119478
scenario_4589,17637217.94393213,0.0,230708.81078613017,0,411214.7106408796,22787651.94393213
scenario_6687,22333307.99656431,0.0,51532.39598174691,0,791860.4909030228,27483741.99656431
scenario_0749,21336618.61472712,0.0,55119.24417133832,0,753378.1604207242,26487052.61472712
scenario_6836,17972063.431141715,0.0,251772.55634567977,0,402570.4647462646,23122497.431141715
scenario_4865,21867703.74032889,0.0,81867.33515691748,0,736842.7694348795,27018137.74032889
scenario_7337,27943248.86006805,0.0,6978.924707478409,0,1044906.8747762083,33093682.86006805
scenario_3321,24056927.64837848,0.0,35897.63239787845,0,868643.1860722946,29207361.64837848
scenario_2125,26663891.447843596,0.0,8696.848558565702,0,998216.9777118159,31814325.447843596
scenario_3010,26868755.747438252,0.0,4401.769138563188,0,1006194.2138648146,32019189.747438252
